aa,first,last,rating,resourceid
,Luis,Ibarra,56,221994
,Richard,Wood,66,254766
,Tommi,Vaiho,68,156464
,Marcel,Risse,71,189233
,Emanuel,Schreiner,66,189234
,Juan Miguel,Ojeda,60,189237
Coutinho,Philippe,Coutinho Correia,83,254776
,Anthony,Vanden Borre,68,189242
,Yuki,Abe,65,156477
,Salomón,Rondón,77,156478
,Cristian,Lucchetti,71,189250
Marc Echarri,Marc,Echarri Marín,64,156483
,Leonel,Di Plácido,72,254788
,Miguel Angel,Navarro,58,222022
,Tino,Casali,63,255457
,Rein,Smit,60,222024
,Julian,Weigl,79,254793
,Souleymane,Aw,60,222028
,Tunay,Torun,70,239074
,Senne,Lammens,57,189263
,Francis,Coquelin,80,254803
,Osman Can,Cötür,55,189271
,Özgür,Çek,70,254808
Valery,Valery,Fernández Estrada,67,124388
,Iván,Vázquez,69,246351
,AJ,Greaves,50,156507
Won Du Jae,Du Jae,Won,65,254813
Barbero,Iván,Martínez Gonzálvez,59,254814
,Ashley,Westwood,78,255461
,Chris,Clements,62,189280
,AJ,Leitch-Smith,61,189281
Lee Myung Jae,Myung Jae,Lee,65,189282
,Stefan,Schimmer,67,222052
,Fran,Tudor,68,239078
,Héctor,Herrera,81,254822
,Eren,Kinali,52,156519
,Christoffer,Carlsson,62,254825
,Etrit,Berisha,76,222063
,Seiji,Kimura,55,189296
,Kashifu,Bangunagande,57,254833
Zainadine,Zainadine,Chavango Júnior,75,254834
,Ben,Dempsey,55,217235
,Josh,Davison,58,254837
Nélson Oliveira,Nélson Miguel,Castro Oliveira,75,254838
,Keisuke,Kurokawa,58,189303
,Lewis,Young,62,254841
,Kazuya,Konno,57,189307
,Manuel,Locatelli,78,254844
,Josh,Onomah,67,222077
,Hidetoshi,Takeda,53,222079
,Niklas,Sandberg,65,254848
,Kyowaan,Hoshi,58,222081
,Timm,Golley,61,254850
,Alex,McCarthy,77,222087
,Christopher,Telo,66,189324
,Callum,Burton,59,189325
,Greg,Taylor,61,222095
Jordi Alba,Jordi,Alba Ramos,86,189331
,Tosin,Adarabioyo,70,189332
,Daiki,Hotta,56,222104
,Jonathan,Urretaviscaya,74,254873
,Kazuhiro,Sato,66,189338
,Ally,Gilchrist,60,254875
,Chris,Cadden,67,222108
,Carlo,Pinsoglio,72,222109
,Yuto,Uchida,65,189342
,Ghislain,Konan,76,254879
,Hayato,Nakama,68,235634
,Adrian,Oeynhausen,60,254881
,David,Ramírez,67,254882
Zhang Chenglin,Chenglin,Zhang,61,222116
,Joao,Ortiz,64,222118
,Maic,Sema,66,254887
,Naoki,Nomura,66,189352
,Hugo,Rojas,60,254889
,Aaron,Long,75,254890
,Cristopher,Toselli,71,222123
,Shinji,Kagawa,76,189357
,Ryuho,Kikuchi,63,189358
Hulk,Givanildo,Vieira de Souza,80,254897
,Erick,Otieno,58,189362
,Jerry,León,61,254899
,Keiya,Sento,67,254901
,Jun,Ichimori,65,254902
,Hidetoshi,Miyuki,66,254903
,Indiana,Vassilev,61,254904
,Yuya,Takazawa,64,254905
,Oscar,Dorley,73,254908
,Tatsuhiro,Sakamoto,66,254909
An Jin Beom,Jin Beom,An,57,254910
Cubero,Sergio,Cubero Ezcurra,59,222144
,David,Loera,60,254913
,Ondrej,Duda,75,254915
,Mads,Albæk,67,222148
,Franck,Ribéry,81,189383
,Tom,Mickel,64,156616
,Dennis,Diekmeier,75,189387
,Josh,March,57,189388
,Bastian,Oczipka,75,254925
,Ibrahim,Sissoko,72,189390
,Youssouf,Koné,76,156623
,José,Hernández,60,222160
,Róbert,Pich,68,254929
,Jefferson,Caicedo,64,222163
,Florian,Jungwirth,71,254932
,Albin,Winbo,60,189397
,Lars-Jørgen,Salvesen,64,255481
,Nathan,Baker,71,222168
,Richard,Spenhay,56,189403
Chen Jie,Jie,Chen,54,254940
,Juan,Montenegro,61,222173
Liu Weiguo,Weiguo,Liu,57,254943
Zhang ZhenQiang,ZhenQiang,Zhang,60,222176
,Danny,Latza,74,222177
Jin Pengxiang,Pengxiang,Jin,60,189410
Shan Pengfei,Pengfei,Shan,61,222179
Yang Boyu,Boyu,Yang,59,222180
Aidi Fulangxisi,Aidi,Fulangxisi,61,222181
Cui Ming'an,Ming'an,Cui,54,222183
Jin Qiang,Qiang,Jin,55,222185
Zhou Tong,Tong,Zhou,61,222187
Lü Peng,Peng,Lü,60,222188
Souza,Josef,de Souza Dias,77,222190
Sun Guowen,Guowen,Sun,57,189423
,Widen,Saucedo,60,222192
,Wilfredo,Soleto,63,254961
,Marcelo,Palomino,62,254963
Bai Jiajun,Jiajun,Bai,64,254964
,Simone,Colombi,70,222197
,Rasmus,Jönsson,66,189430
Liu Jiashen,Jiashen,Liu,53,189431
,Benjamin,Hübner,77,222200
,Jorge,Gática,58,189433
Wang Fei,Fei,Wang,53,254970
Cao Yunding,Yunding,Cao,72,222203
,Joaquín,Abdala,59,222204
,Joris,Correa,64,254973
,Gabriel,Mutombo,63,222206
Seo Ju Hwan,Ju Hwan,Seo,54,222209
,Andrew,Considine,68,254978
Seol Young Woo,Young Woo,Seol,56,156675
,Rodrigo,Cerecedo,56,254980
,Junior,Stanislas,73,254981
,Artur,Sobiech,68,189446
,Kristian,Opseth,62,189447
,Greg,Ranjitsingh,52,222216
,Samuel,Holmén,66,247448
,Alexandru,Buzbuchi,64,156683
,Damián,Díaz,70,222221
,Liam,Cooper,73,189454
,Patrick,Berg,70,189456
,Thibaut,Vargas,60,222227
,Jack,Wilshere,76,254996
,Junior,Hoilett,72,189461
,Kodai,Dohi,54,189462
,Terem,Moffi,69,254999
Zhou Yun,Yun,Zhou,65,255000
Ren Hang,Hang,Ren,67,222233
Daniel Candeias,Daniel João,Santos Candeias,72,222235
,Yuya,Asano,61,189468
Aridane,Aridane,Hernández Umpiérrez,77,255005
,Bryan,Hernández,63,189472
,Teddy,Bartouche,52,255012
,Maxence,Rivera,60,255014
Sun Ke,Ke,Sun,67,255015
,Andreas,Granqvist,72,222248
Ríos Reina,José Antonio,Ríos Reina,68,156713
,Davide,Santon,75,189482
Diego Farías,Diego,Farías da Silva,71,189484
,Ronny,Medina,63,189485
,Teddy,Bishop,65,255023
,Mirko,Boland,66,222256
,Stuart,O'Keefe,63,189490
,Cyriel,Dessers,72,189492
,Robbie,Robinson,58,222262
,Dylan,Nealis,54,255031
Lee Ki Woon,Ki Woon,Lee,54,255033
,Ransford-Yeboah,Königsdörffer,60,255034
,Shuto,Abe,58,255036
,Hotaka,Nakamura,59,255037
Jiang Zhipeng,Zhipeng,Jiang,69,255038
,Daryl,Dike,61,222273
,Teemu,Penninkangas,56,255043
Thiago,Thiago,Alcântara,85,255044
Tang Miao,Miao,Tang,70,189509
Sergio Busquets,Sergio,Busquets Burgos,87,222278
Parejo,Daniel,Parejo Muñoz,85,189511
,Harrison,Afful,72,189513
,Mateo,Abeijón,63,189514
,Santiago,Amorín,66,255051
,Gautier,Lloris,67,255053
,Giannis,Sardelis,55,222286
,Cristian,Zúñiga,62,255056
,Bonsu,Osei,56,255060
Sun Shilin,Shilin,Sun,60,255061
,Andrés,Barboza,56,222294
,Diego,Ramírez,55,255063
,Tiago,Cantoro,57,255064
Jin Taiyan,Taiyan,Jin,65,255065
Wang Hao,Hao,Wang,62,222299
,Duje,Čop,67,222300
Ding Haifeng,Haifeng,Ding,67,189536
,Denis,Olivera,59,222306
,Takuma,Hamasaki,64,255075
,Yuma,Obata,62,255078
,Gabriel,Esparza,70,255079
Rafael Camacho,Rafael Euclides,Soares Camacho,73,222315
,Dylan,Gissi,66,243055
,Georgie,Poynton,58,189551
,Richard,Nuñez,60,222322
,Andrea,Rispoli,72,255091
,Bartosz,Salamon,69,189557
,Konstantinos,Dimitriou,56,189558
Iborra,Vicente,Iborra de la Fuente,79,244585
,Bengali-Fodé,Koita,71,189560
,José,Carabalí,61,189561
,Lukas,Klostermann,80,255098
,Jorge Luis,Aguilar,65,222331
Lee Ho Seok,Ho Seok,Lee,57,255100
,Dior,Angus,57,222335
Jo Sung Jin,Sung Jin,Jo,64,241964
,Loïc,Badé,62,222337
,Luis,Ramírez,62,255106
,David,Tijanić,62,255108
Gu Chao,Chao,Gu,67,255109
Muniain,Iker,Muniain Goñi,83,222342
Ramalho,Jonás,Ramalho Chimeno,72,189575
Zang Yifeng,Yifeng,Zang,49,189576
Shi Ke,Ke,Shi,67,222345
,Jesús,Rivas,60,222346
,Kit,Elliott,54,255115
Xie Pengfei,Pengfei,Xie,66,255117
Luo Jing,Jing,Luo,62,222350
,Albian,Ajeti,72,222351
,Daniel,Hernández,69,222352
,Luis,Vasquez,63,189586
,Breel,Embolo,78,222356
,Thomas,Reifeltshammer,65,222357
Zhang Yan,Yan,Zhang,56,189591
,Eddie,Munjoma,54,233668
,Jan,Olschowsky,63,255130
,Thomas,Müller,86,257273
,Alan Max,Benítez,68,189596
,Anton,Miranchuk,76,255134
,Eric,Smith,66,222368
,Vlad,Morar,62,222369
,Simen Vidtun,Nilsen,52,255138
,Julian,Baumgartlinger,77,255141
,Manuel,Schäffler,73,189606
,Renzo,Orihuela,62,189607
,Aidan,Morris,58,255144
,Ravy,Tsouka,60,255145
,Fernando,Arce,63,255146
,Juan Pablo,Meza,60,222379
,Luis,Chávez,64,222380
,Aaron,Cresswell,77,222382
,Bogdan,Milovanov,66,189615
,Korey,Smith,68,255154
,Mirza,Muratovic,55,189619
,Nikita,Haikin,63,255156
Unai López,Unai,López Cabrera,77,222389
,Joseph,Minala,68,222390
,Jamie,Turley,60,222391
,Dominic,Ball,67,189625
,Mario,Risso,67,222396
,Connor,Ogilvie,66,222397
,Harry,Winks,79,222399
,Jorge,Recalde,65,222400
,Liam,Kinsella,63,255169
,Roque,Santa Cruz,73,222405
,Benjamin,Hjertstrand,58,25798
,Brian,Anunga,57,255176
,Keziah,Veendorp,66,255177
,Jérôme,Prior,72,222410
,Kota,Miyamoto,57,222411
,Yuito,Suzuki,57,255183
,Jan,Kovařík,73,255185
,Juan Diego,Gutiérrez,63,189650
,Grant,Ward,66,255187
,Zdeněk,Ondrášek,68,222420
,Kiichi,Yajima,63,189655
,Juan Cruz,Komar,72,233679
Álvaro Giménez,Álvaro,Giménez Candela,70,222428
,Darren,Pratley,65,189661
,Jacob,Storevik,62,156894
Feng Gang,Gang,Feng,56,222431
,Janio,Pósito,62,222432
,Marcos,Delgado,61,255201
Zhao Yuhao,Yuhao,Zhao,64,255202
,Pedro,Gutiérrez,61,222435
,Sebastian,Berhalter,57,255204
Zou Dehai,Dehai,Zou,65,255205
,Diego,Zago,55,222438
,Ivo,Vázquez,56,255207
,Anis,Slimane,63,255209
,Stefan,Velkov,62,255210
Fábio,Fábio,Pereira da Silva,73,255211
Rafael,Rafael,Pereira da Silva,77,189680
,Ben,Mee,79,189681
Song Haiwang,Haiwang,Song,48,189682
,Amine,Adli,64,222453
,Stéphane,Zobo,58,255223
,Bernard,Mensah,75,255224
Guaita,Vicente,Guaita Panadero,80,222457
,David,Ball,68,189690
,Fumiya,Unoki,57,189691
Rochinha,Diogo Filipe,Rocha Costa,72,255228
,Jamie,Devitt,65,222461
Sivera,Antonio,Sivera Salvá,72,189695
,Tomáš,Suslov,59,222464
José Carlos,José Carlos,Ramírez Suárez,64,255233
Ivi,Iván,López Álvarez,72,222466
,Mees,Bakker,61,222467
Lombán,David,Rodriguez Lombán,66,255236
,Tabaré,Viúdez,73,189701
,Daniel,Granli,65,189703
,Antoine,Colassin,66,222472
,Abduhamit,Abdugheni,55,255241
Da Costa,Angelo Esmael,da Costa Júnior,72,243092
Alcalá,Pedro,Alcalá Guirado,70,189707
,Maciej,Wilusz,68,189709
,Andres,Dumitrescu,56,189710
,Kevin,Strootman,77,255247
,Erik,Falkenburg,64,189712
,Hubert,Adamczyk,61,189713
,Nikola,Kuveljić,63,232181
,Reza,Ghoochannejhad,67,255252
,Teddy,Akumu Agay,63,189717
,Christian,Silva,51,255254
,Leroy,Sané,85,255259
,Tom,Cleverley,75,222492
,Ignacio,González,59,189725
,Yerko,Leiva,69,255264
,Edinson,Chávez,65,222497
,Jorge,Cuellar,62,253531
Javi Martínez,Javier,Martínez Calvo,61,255267
,Timothy,Castagne,77,255268
Zabarte,Gorka,Zabarte Moreno,60,222501
,Harry,Isted,57,255270
,Kevin,Paredes,49,222503
,Mauricio,Pineda,61,255272
,Florian,David,66,255273
,Milan,Iloski,59,222506
Dani Ceballos,Daniel,Ceballos Fernández,80,255275
,Matej,Oravec,66,222509
,Ezequiel,Unsain,74,255278
,Rolando,Aarons,70,222511
,Freddie,Woodman,72,222513
,Zinedine,Ferhat,75,222514
,Alin,Șeroni,63,222515
,Tomáš,Břečka,60,255285
,Alexander,Stølås,65,255286
,Oliver,Hüsing,70,222519
,Bobby,Edwards,55,222521
,José,Enamorado,59,255291
,Aleksandar,Prijović,72,255292
,Jimmy,Isita,61,189757
,Liam,Agnew,55,255294
,Lynden,Gooch,67,222527
,Ilias,Karargyris,57,222528
,Guillermo,Firpo,63,255301
,Daam,Foulon,67,255302
,Braian,Martínez,61,242003
,Renzo,Bacchia,62,255307
,Leonard,Owusu,62,255308
,Rocco,Romeo,55,255310
,Marley,Watkins,68,255311
,Richard,van der Venne,63,189776
,Leopold,Zingerle,72,255313
,Matías,Vera,65,222546
,Noah,Billingsley,60,255317
,Sebastian,Griesbeck,72,255318
,Justen,Glad,68,222553
,Rick,Karsdorp,75,222557
Álex López,Alejandro,López Moreno,68,222558
,Rúnar Alex,Rúnarsson,70,244624
Éder,Éder,Macedo Lopes,74,222562
Han Eui Kwon,Eui Kwon,Han,61,189795
Pipa,Gonzalo,Ávila Gordón,69,222565
,Jayden,Nelson,61,244625
Iván Villar,Iván,Villar Martínez,67,255339
,Luuk,de Jong,80,222572
,Tsubasa,Nishi,63,189805
,Paddy,Madden,66,222574
,Paolo,Izaguirre,56,189808
,Carlos,Canales,57,255345
,Patrick,Metcalfe,50,255346
,Gianfranco,Facchineri,58,255347
Kim Young Bin,Young Bin,Kim,61,255348
,Tom,James,65,222582
,Gadi,Kinda,68,222583
Rogerinho,Rogério,de A. S. Coutinho,72,255353
Nacho,Ignacio,Ramón del Valle,61,189819
,Mauro,Manotas,71,252916
Renato Chaves,Renato,Araújo Chaves Jr.,70,222590
,Adan Abadala,Hussein,51,189824
,Adrián,Goransch,63,251825
Nélson Monte,Nélson,Macedo Monte,72,255362
Lee Tae Hee,Tae Hee,Lee,63,222598
,Richard,Tait,68,222600
,Joseph,Mills,66,189833
,Vito,Hammershøy-Mistrati,66,189836
,Nicolás,Crovetto,65,239170
,Denis,Rodríguez,66,189839
,Ismaila,Soro,68,222611
,Hamad,Al Juhayyim,60,255380
Kim Sang Won,Sang Won,Kim,62,228249
Du Jia,Jia,Du,61,222618
Hui Jiakang,Jiakang,Hui,64,222621
,Eugenio,Pizzuto,59,222622
Bai Yuefeng,Yuefeng,Bai,62,255391
Quique,Enrique,González Casín,74,222624
,Fidel,Ambríz,55,189857
,Lorenzo,Pellegrini,79,255394
Kiko Femenía,Francisco,Femenía Far,76,228251
,Görkem,Can,60,189860
Miranda,Juan,Miranda González,69,255397
,David,Templeton,65,240915
,Isaac,Success,71,189865
,Julius,Eskesen,62,222634
,Mark,Marshall,64,239175
,Roberto,Ramírez,67,189868
,Ali,Turan,70,222639
,Jordan,Silva,67,124337
,Yamil,Asad,72,222643
,Leonel,López,67,222644
,David,Seger,58,222645
,Chris,Smalling,79,255414
,Jonathan,Suárez,62,189881
,Ercan,Kara,68,244639
,Craig,Noone,67,255420
Jin Bo,Bo,Jin,53,189885
,Renato,Josipović,59,233717
,Ferddy,Roca,55,255424
Hwang Hyun Soo,Hyun Soo,Hwang,66,255427
,Mario,Barbery,54,222660
Enric Vallès,Enric,Vallès Prat,62,255430
,Kevin,Salvatierra,62,189895
,Martin,Ødegaard,83,255432
,Vito,Wormgoor,72,222665
,Luke,O'Neill,63,189899
,Ryotaro,Araki,56,189900
Everaldo,Everaldo,Stum,71,255438
,Itsuki,Someno,57,222671
,Moussa,Sissako,62,255440
,Łukasz,Skorupski,76,255441
,Moritz,Fritz,61,189908
,Curtis,Main,64,239182
,Burak,Yılmaz,78,189910
,Calvin,Dekuyper,63,124375
,Ivan,Mesík,60,254090
,Daniel,Follonier,62,255449
,Ramazan,Köse,67,222685
,Robert,Jendrusch,64,189920
Seo Bo Min,Bo Min,Seo,66,235237
,Bartosz,Rymaniak,69,222691
,Héctor,Fertoli,69,189924
,Simen Bolkan,Nordli,64,222693
,Daan,Klinkenberg,61,255464
Park Dae Han,Dae Han,Park,66,255465
,Anton,Kralj,63,222698
Choe Pil Soo,Pil Soo,Choe,55,255469
,Robbin,Ruiter,70,222703
,Mateo,Barać,68,189936
,Maikel,van der Werff,69,244648
Antony,Antony,Matheus dos Santos,78,189938
Petros,Petros Matheus,dos Santos Araujo,79,255475
,Gustaf,Norlin,61,222709
,Lamine,Gassama,69,255479
,Yoric,Ravet,70,189944
,Vincent,Manceau,73,189945
Otávio,Otávio Henrique,Passos Santos,77,189946
Everton,Everton,Sousa Soares,81,222715
Pará,Anderson,Ferreira da Silva,66,222716
,Sofiane,Bendebka,67,222717
,Korcan,Çelikay,68,255487
,Josué,Mamani,56,189952
,Benson,Manuel,71,255491
,John,Russell,52,222724
Gustavo,Gustavo,da Silva Sousa,68,157190
Kwon Jae Beom,Jae Beom,Kwon,53,222729
,Wilfried,Bony,73,255498
Seo Min Woo,Min Woo,Seo,48,189963
,Yakou,Méïté,70,255500
Kang Sang Woo,Sang Woo,Kang,65,233730
,Jair,Céspedes,69,222734
,Dimitar,Velkovski,67,228269
Leandro Pereira,Leandro Marcos,Pereira,68,255505
,Nkanyiso,Zungu,63,222741
,Guy,Mbenza,62,255511
,Tomás,Diáz,60,255516
,Yohei,Takaoka,65,255517
,Yvann,Maçon,65,244656
,Takuro,Kaneko,55,255523
,Tomoki,Takamine,57,255526
Camilo,Camilo Reijers,de Oliveira,61,255527
,Tim,Möller,52,255528
,Jasin,Khayat,60,239196
,Gerrit,Gohlke,58,255534
,Jonas,Arweiler,62,255538
,Luca,Zander,68,255540
,Tobias,Pachonik,70,222773
,Lorik,Ademi,54,222775
,Josué,Gómez,58,255544
,Dean,Walsh,52,255545
Cha Oh Yeon,Oh Yeon,Cha,49,242011
,Djamel Eddine,Benlamri,72,255547
,Yannis,Salibur,73,235499
,Ousmane,Cissokho,66,190014
Yang Yu min,Yu Min,Yang,50,190015
Jeong Han Min,Han Min,Jeong,49,255552
Hugo Fraile,Hugo,Fraile Martín,72,255554
,Yutaro,Hakamata,63,190021
,Kaoru,Mitoma,64,255585
,Dane,Massey,64,255565
,David,Webster,57,190031
,Timothée,Kolodziejczak,74,190033
Júnior Santos,José Antonio,dos Santos Júnior,66,190034
,Giacomo,Quagliata,60,255578
,Akihiko,Takeshige,62,255580
,Yuta,Minami,64,255581
,Yusuke,Matsuo,64,255583
,Esteban,Salles,59,255586
,Scott,Burgess,62,222820
,Erik,Figueroa,62,222822
,Kosuke,Saito,63,241653
,Chadrac,Akolo,72,255592
,Dejan,Sorgić,68,222825
,Steven,Zuber,74,190058
,Steven,Deana,60,190059
,Morten,Hjulmand,64,190061
Xing Yu,Yu,Xing,52,244669
,George,Miller,60,255600
,Ryan,Ledson,67,231929
,Ryan,Babel,77,222836
,Bashkim,Ajdini,70,157301
,Thomas,Vermaelen,76,222838
,Rasmus,Lindgren,68,157304
Ronan,Ronan David,Jeronimo,65,157305
Walace,Walace,Souza Silva,72,222843
,Koki,Saito,62,222844
,Sylvain,Marveaux,67,255594
,Alex,Samuel,63,157310
,Memet Abdulla,Ezmat,49,222848
Gao Xiang,Xiang,Gao,49,255617
,Yuji,Senuma,62,255618
,Panagiotis,Tachtsidis,70,255595
Hou Yongyong,Yongyong,Hou,62,190084
,Sean,Quinn,52,222853
,Denzil,Fernandes,52,255622
Sergio López,Sergio,López Galache,67,255623
,Savvas,Gentsoglou,67,245287
,Shane,Farrell,50,190090
Dani Castellano,Daniel,Castellano Betancor,69,255628
Javi Castellano,Javier,Castellano Betancor,68,190093
,Svend,Brodersen,63,190094
Yang Yiming,Yiming,Yang,53,222829
,Nikos,Christogeorgos,59,255632
Sancet,Oihan,Sancet Tirapu,72,255633
,Dimitris,Serpezis,52,244675
,George,Cooper,66,255636
,Ivan,Mayta,57,222870
,Mikkel,Hyllegaard,56,255641
,Joris,Kayembe,68,255642
,Jorge,Toledo,64,222875
,Tyler,Walker,65,255645
,Michael,Baldisimo,51,222878
,Yordi,Vílchez,61,244677
,Mert,Günok,77,255648
,Thomas,Touré,69,190113
,Mourad,El Ghezouani,59,222883
,Karl-Johan,Johnsson,76,255155
,Paul,Coutts,67,190120
,Bjørn,Mæland,53,190122
,Thomas,Hallstensen,51,255659
Jang Ho Ik,Ho Ik,Jang,66,255660
,Hernán,Cardozo,55,233457
,Sebastián,Claure,57,255669
,José,Martínez,54,255670
,Mohammed,Al Dhaw,60,255671
Adaílton,Adaílton,dos Santos da Silva,67,239833
,Adrián,Mejía,50,190139
Cote,José Ángel,Valdés Díaz,79,256200
,Fabián,Píriz,61,190143
Leonai,Leonai,Souza de Almeida,63,255683
De Marcos,Oscar,De Marcos Arana,78,255684
Diogo,Diogo,de Oliveira Barbosa,57,190149
,David,Zima,70,255686
,Jake,Hesketh,66,255687
,François-Xavier,Fumu Tamuzo,63,222922
Rubén Pérez,Rubén Salvador,Pérez del Mármol,74,222923
,Anthony,Uzodimma,56,190156
,Adama,Mbengue,68,255693
,Racine,Coly,73,222926
,Tarkan,Serbest,68,222840
,Josh,Doherty,61,222930
,Alex,Timossi Andersson,60,222931
,Luke,Le Roux,62,255700
,Dennis,Telgenkamp,66,255703
,Mehmet,Topal,74,190169
,Haji,Wright,63,124635
,Henry,Kessler,50,238743
,Brendan,Clarke,62,255110
Pablo Pérez,Pablo,Pérez Rodríguez,66,157407
,Niklas,Gunnarsson,65,222944
,Tom,Davies,64,190178
,Ryan,McGowan,66,222947
,Marek,Rodák,74,190180
,Silvano,Estacio,56,222951
,Stefano,Moreo,69,255722
,Guzmán,Rodríguez,52,222959
,Abdul-Aziz,Tetteh,71,255728
,Nathaniel,Phillips,68,190193
,Mamadou,Samassa,74,240926
,Zargo,Touré,70,190195
Óscar Sielva,Óscar,Sielva Moreno,66,190196
,Dejan,Petrovič,66,190199
,Jérôme,Hergault,68,255736
,Erhun,Oztumer,68,222969
,Jeremy,Dudziak,71,222970
,Jeremy,Márquez,64,206463
,Mickaël,Diakota,63,255111
,Reo,Hatate,60,222973
,Greg,Sloggett,60,255742
,Liam,Smith,64,222978
,Alexis,Blin,73,222979
,Masato,Morishige,72,222982
,Hotaru,Yamaguchi,68,222986
,Toshihiro,Aoyama,67,222987
,Olufela,Olomola,59,222988
Balenziaga,Mikel,Balenziaga,74,233289
,Lewis,Collins,51,190223
,Yoichiro,Kakitani,70,240927
,Marvelous,Nakamba,75,222993
,Ferhat,Görgülü,62,222994
,Gabriel,Johansson,54,222995
,Marcus,Maier,61,255764
,Pablo,Labrin,61,222997
,Kubilay,Aktaş,62,254189
,Jordan,Clarke,64,223001
,Jon,Nolan,66,190235
,Nicolás,Sosa,62,223004
,Jordan,Bowery,63,255773
,Scot,Bennett,61,190239
,Marwin,Hitz,78,190240
Ricard,Ricard,Sánchez Sendra,65,190243
,Mathias,Hebo,63,255781
Pedro López,Pedro,López Muñoz,72,223014
,Selim,Ay,68,157479
Raúl Albiol,Raúl,Albiol Tortajada,82,223016
,Cristian,Martin,57,157481
,Agustín,Morales,53,255787
,Simon,Stehle,59,255788
,Juan,Ferrufino,53,255789
,Jorge,Valdivia,73,255795
,Hasan Hüseyin,Acar,60,157492
,Aytaç,Kara,70,223029
,Taiga,Maekawa,64,223030
Iago Falqué,Iago,Falqué Silva,77,255799
Jorge Meré,Jorge,Meré Pérez,72,190264
,Geraldy,Minda,52,223033
,İbrahim,Akdağ,65,255802
Zhong Jiyu,Jiyu,Zhong,47,244703
,Hasan,Hatipoğlu,60,255626
,Martin,Rennie,52,223038
,Agustín,Alfaro,53,255807
,Ricki,Lamie,65,255808
,Hinata,Kida,59,244202
,Stoppila,Sunzu,72,255810
,Uğur,Çiftçi,69,190276
,Ahmet,Çalık,69,223045
,Marcos,Olmedo,54,223046
,Jhonnyer,Rojas,56,255815
,Eddy,Mejía,54,255816
,Jhon,Pereira,53,255817
,Efraín,Velarde,69,255818
,Ángel,Mena,78,157515
Canales,Sergio,Canales Madrazo,82,223053
,George,Campbell,56,190286
,Ranko,Veselinović,59,255824
,Franco,Cervi,78,255827
Shin Won Ho,Won Ho,Shin,59,223061
,Moritz,Stoppelkamp,69,255831
,Gustavo,Toledo,70,157528
,Andrés,Chávez,72,223065
,Nahuel,Yeri,65,223066
,Omar,Sowunmi,61,223067
,Janis,Antiste,64,223069
,Jack,Muldoon,60,255839
,Akira,Yoshida,53,223073
,Ryotaro,Ishida,55,255842
,Josh,Coulson,60,255843
,Lyle,Taylor,70,223078
,Harrison,Dunk,61,190311
,Daiki,Mitsui,54,223080
,Will,Norris,65,255849
,Luke,Berry,67,223082
,Ryoya,Morishita,62,223085
,Regan,Donelon,59,255855
,Christian,Kabasele,76,223091
Molina,Adrián,Molina Díaz,58,190324
,Santiago,Rodríguez,72,255861
,Federico,Palacios Martínez,66,255862
,Nicola,Rigoni,67,223095
,Franco,Costa,65,190330
,Marc,McNulty,67,223102
,Muammer,Yıldırım,66,223104
,Alfonso,Trezza,64,223107
Cristiano Ronaldo,C. Ronaldo,dos Santos Aveiro,92,255876
,Krzysztof,Piątek,78,20801
,Paul,Gladon,64,223113
,Jeffry,Fortes,68,223115
,Blake,Bodily,61,223117
José León,José,León Bernal,65,255887
,Caner,Osmanpaşa,68,223120
,Mathías,Suárez,72,223122
,Rasmus,Fridolf,50,246387
,Teemu,Pukki,76,255897
,Noel,Törnqvist,54,190362
,Mustafa,Akbaş,65,255900
,Yusuf,Erdoğan,71,223135
,Federico,Bonazzoli,67,223136
,Anthony,Briançon,74,223137
,Akim,Zedadka,67,223138
,Jairo,Quinteros,50,223139
,Ulisses,Garcia,72,255908
,Francisco,Rodríguez,61,223143
,Julius,Biada,68,223146
Kim Min Gyu,Min Gyu,Kim,52,223147
Goh Young Jun,Young Jun,Goh,55,255916
,Lionel,Mpasi,63,255917
,Dimitri,Oberlin,68,223150
,Peter,Urminsky,55,223151
,Ozan,Tufan,72,255921
Felipe Silva,Felipe,de Sousa Silva,71,223154
,Rob,Dickie,68,244723
,Mohammed,Diomande,61,223159
,Lenny,Lacroix,58,255928
,Juan,Gamboa,56,255932
,Sander,Sjøkvist,57,255935
,Sander Risan,Mørk,55,255936
,Márk,Tamás,64,255940
Auro,Auro Alvaro,da Cruz Junior,69,255942
,Nico,Gorzel,55,222881
,Nick,Anderton,60,255947
,Damien,Le Tallec,76,223180
,Jens Jakob,Thomasen,64,190416
,Afimico,Pululu,64,223186
,Şener,Özbayraklı,73,239267
,Félix Imanol,Cárdenas,47,223188
,Enoch Kofi,Adu,67,255957
,Mustafa,Abdellaoue,65,190424
,Deshane,Dalling,56,190425
,Orhan,Ovacıklı,69,237387
,Jun,Nishikawa,58,223195
,Enes,Ünal,75,254845
,Joe,Bennett,73,223197
Oier,Oier,Sanjurjo Maté,77,190430
,Scott,Dann,73,190432
Tomeu Nadal,Tomeu,Nadal Mesquida,72,157665
,Uniss,Kargbo,51,190435
,Fredrik Semb,Berge,67,257301
,Oliver,Dovin,53,190438
,Giannis,Anestis,70,255976
,Oğulcan,Çağlayan,72,239271
,Laurent,Ciman,69,223212
,Grégoire,Amiot,62,157678
,Patrick,McGarvey,48,228932
,Brecht,Dejaegere,71,255986
,Kévin,Vandendriessche,69,201043
,Kristoffer,Tokstad,65,223223
